"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""The number of terrorists out there has doubled,\"" he says. \""We have to deal with that\""""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Unlike marijuana, medical cannabis oil cannot get you high.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There is no money for Planned Parenthood in the bill that would keep the government open.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""We already have $23 billion worth of debt,\"" he says. \""We can't afford to keep adding to it\""""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""FDA officials had to wait for industry approval before they could go live with the recall.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The private sector has more than double the investment that was made by the public sector at Quonset Business Park.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Wall Street hedge fund managers pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Warren Buffett has publicly said his secretary should not be paying a higher tax rate than him.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""With only 67 bills or so passed into law, 2013 was the least productive year in congressional history since weve been keeping record.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Donald Trump said on his first day in office, he would require every school in America to let people carry guns.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Former Massachusetts Gov. Deval Patrick erased electronic communications as he left office. He says he followed state law and precedent.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The truth is, Planned Parenthood does not provide mammograms. Planned Parenthood refers women to mammography providers.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""More than half of the births in Texas are paid for by Medicaid.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""We have had some significant accomplishments on a bipartisan basis,\"" Obama says.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Most of Perry's chiefs of staff have been lobbyists. Says most of Perrys chief of staff are lobbyists.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Only 41 percent of Oregon adults have ever been tested for HIV.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Odds of winning the Monopoly Millionaire instant win game are 1 in 3.27.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Survey: Many citizens think we devote a full quarter or even a third of our federal budget to foreign aid.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood. It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Mitt Romney is proposing a tax cut that gives an average of $250,000 to every millionaire in this country.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Banks generate only about 1 percent of the amount banks generate just from late fees and overdraft fees.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clinton's State Department routinely denied requests for additional security in Benghazi.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There has never been an alderman who has defeated an incumbent mayor in the history of this great city.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""It was a $27 million-dollar plant, operating full steam, and we closed it down. We closed that plant down.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""There will be more Latinos in the state of Texas than there are Anglos. That will happen sometime in the next five to eight to ten years.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The only segment in the beer market that is growing is the craft beer segment.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Cleveland's $15-an-hour proposal is the most aggressive minimum wage increase in the country.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Multnomah County Library system is the second busiest in the nation.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""On mandatory ultrasounds before abortions. On mandatory ultrasound before abortions: On mandatory Ultrasound.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Hillary Clintons State Department sent three comedians to India on the Make Chai, Not War tour.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Currently, the intelligence community can collect business records on law-abiding Americans who have no connection to terrorism.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""People who signed recall petitions against Wisconsin state Sen. Jim Holperin received harassing phone calls from out-of-state telemarketers claiming to represent the Democratic Party.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Uncompensated care has gone down by 30 percent in the first few months of Medicaid expansion in the states that adopted it.""}, {""role"": ""assistant"", ""content"": """"}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Sen. Pat Toomey advocated for eliminating all corporate taxes.""}, {""role"": ""assistant"", ""content"": """"}]}"
