"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Tucker Carlson had the Head of the White House Press Association on tonight. Tucker hit him hard when he said he d  never seen a lamer speaker at the event. The whole evening was arranged around a guy who wasn't there President Trump.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The left responded with this:  Does the left want Ivanka to hide her kids for the next 4 years?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Pelosi had her spokesperson make a statement after twitter comments about the photo came out: Leader Pelosi s answer to the question today was clearly about private, one-on-one meetings, which she has never had with Ambassador Kislyak. The Ambassador was incidental to the 2010 meeting between then-Russian President Medvedev and then-Speaker Pelosi.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each week for a new gallery of snapshots from around the world.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""The long-time Russian ambassador to the United States visited the White House at least 22 times between 2009 and 2016. He appeared in the logs as recently as September 2016 when he had a meeting scheduled with one of Obama s senior advisers.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Please submit your best shots for next week. Visit CNN.com/Travel next Wednesday for a new gallery of snapshots.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""With these LOSER DEMOCRATS IT S ALWAYS RUSSIA, RUSSia, Russia, Russia, Russia.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""A Twitter follower sent us the name of the company where he worked. We sent them a copy of our story within 10 minutes of Grilo deleting his Twitter account. Here is a screen shot we took of his vile and hateful tweet just before he deleted his account on Twitter.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Late today, President Trump reaffirmed his total support for Sessions.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Barack Obama says religion does not allow for compromise. He says God s word is ridiculous and needs to be examined and challenged.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""\""Ryan died as he lived: a warrior, and a hero   battling against terrorism and securing our nation,\"" Obama said. \""Ryan laid down his life for his friends, for his country and for our freedom\""""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Dan Grilo made all of his tweets private, but unfortunately for Dan the Democrat, we took a screen shot. If Democrats keep carrying on with this type of hateful messaging, they ll never see another member of their party holding a pubic office again.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Interior designer Kenneth Blasingame styled George W. Bush's Oval Office. He says while he considers the space sacred, it doesn't mean Kellyanne isn't entitled to an informal moment there.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""Penguin Random House, who published former President Obama s three other books, reportedly leads the chase. HarperCollins, Simon & Schuster and Macmillan are also in the hunt, according to the Financial Times.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""President Trump said Nancy Pelosi has done a \""terrible job\"" as House speaker. He also said he thinks the Democrats are going to be a one-party system.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""CNN.com will feature iReporter photos in a weekly Travel Snapshots gallery. Visit CNN.com/Travel each week for a new gallery of snapshots from around the world.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""    \""I'm sorry I didn't get a chance to meet you. I'm so sorry I missed your birthday. I love you so much. Thank you for all the love and support I've received over the years.""}, {""role"": ""assistant"", ""content"": ""False""}]}"
"{""messages"": [{""role"": ""system"", ""content"": ""TruthKeeper is a fake news detector bot. Return answer of True or False.""}, {""role"": ""user"", ""content"": ""KARMA is back. Could this be a little bit of KARMA coming back after the nasty comments about President Trump?""}, {""role"": ""assistant"", ""content"": ""False""}]}"
